model,deal,seed,SolverMemOut,SolverTotalTime,SATClauses,SavileRowClauseOut,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes,SATVars
v3.2.4,3,285834,0,23.89,848768,0,24.517,1,0,0,1097508,81730
v3.2.3,1,585525,0,0.06,193465,0,0.729,1,0,0,43664,41282
v3.2.4,1,889106,0,0.00,1126,0,0.448,0,0,0,0,722
v3.0.4,3,61463,0,0.06,221214,0,0.78,1,0,0,29610,40251
v3.2.3,3,891284,0,27.21,669222,0,2.221,1,0,0,2197557,63142
v3.0.4,1,486493,0,0.00,573,0,0.489,0,0,0,0,208
v3.0.4,3,842565,0,0.00,1279,0,0.501,0,0,0,0,927
v3.2.3,3,268357,0,0.00,1227,0,0.96,0,0,0,0,826
v3.2.4,3,221776,0,10.02,857839,0,24.101,1,0,0,399538,83143
v3.0.4,1,673210,0,0.00,1078,0,0.493,0,0,0,0,722
v3.0.4,3,221776,0,0.07,234764,0,0.727,1,0,0,32027,41953
v3.2.4,3,743861,0,0.00,924,0,1.668,0,0,0,0,516
v3.0.4,3,38249,0,0.08,223603,0,0.857,1,0,0,27823,40397
v3.2.4,1,367686,0,0.00,722,0,0.454,0,0,0,0,310
v3.0.4,3,611315,0,0.06,225857,0,0.689,1,0,0,14898,40810
v3.2.3,3,306790,0,6.80,668631,0,2.047,1,0,0,432913,63228
v3.2.3,3,894671,0,7.84,662123,0,2.314,1,0,0,392817,62501
v3.2.4,3,827938,0,0.98,838647,0,20.583,1,0,0,92083,81527
v3.0.4,3,421673,0,0.00,775,0,0.412,0,0,0,0,414
v3.0.4,1,526359,0,0.06,190453,0,0.903,1,0,0,24722,39626
v3.2.3,1,590705,0,0.00,924,0,0.432,0,0,0,0,518
v3.0.4,3,257566,0,0.07,230038,0,1.07,1,0,0,32155,40920
v3.0.4,3,283727,0,0.00,977,0,0.48,0,0,0,0,622
v3.0.4,3,965581,0,0.07,215608,0,0.762,1,0,0,48133,39481
v3.2.4,3,407694,0,0.00,1125,0,2.565,0,0,0,0,721
v3.2.3,3,25387,0,0.00,823,0,0.92,0,0,0,0,414
v3.0.4,1,955004,0,0.06,195790,0,0.762,1,0,0,24484,40672
v3.2.4,3,222636,0,10.86,849916,0,19.827,1,0,0,621716,81992
v3.0.4,3,258301,0,0.00,674,0,0.465,0,0,0,0,310
v3.2.3,3,214582,0,0.00,520,0,0.754,0,0,0,0,104
v3.2.3,3,353508,0,31.04,673463,0,2.086,1,0,0,1981145,63590
v3.2.3,3,384882,0,12.95,670644,0,2.139,1,0,0,993839,63215
v3.0.4,1,998406,0,0.00,876,0,0.592,0,0,0,0,516
v3.0.4,1,30920,0,0.05,194792,0,0.793,1,0,0,12795,40152
v3.2.4,3,608359,0,0.00,1025,0,1.695,0,0,0,0,622
v3.2.3,3,480475,0,0.00,722,0,0.79,0,0,0,0,310
v3.2.3,1,74421,0,0.00,823,0,0.497,0,0,0,0,414
v3.2.4,3,916717,0,5.69,845246,0,20.887,1,0,0,292174,80787
v3.2.3,1,338090,0,0.06,200095,0,0.719,1,0,0,37179,42036
v3.2.4,1,498326,0,0.13,196531,0,0.78,1,0,0,33272,42061
v3.2.4,1,708934,0,0.00,924,0,0.447,0,0,0,0,516
v3.0.4,1,990145,0,0.07,191217,0,0.788,1,0,0,38270,39509
v3.2.4,1,224213,0,0.07,200535,0,0.97,1,0,0,35141,42184
v3.0.4,3,779033,0,0.08,230057,0,0.743,1,0,0,52348,41133
v3.2.3,1,266471,0,0.00,1126,0,0.43,0,0,0,0,722
v3.0.4,1,857132,0,0.06,192805,0,0.84,1,0,0,25394,39775
v3.2.4,3,396375,0,7.71,852979,0,21.795,1,0,0,394475,82262
v3.0.4,3,587136,0,0.06,233889,0,0.787,0,0,0,9379,41474
v3.0.4,3,5639,0,0.06,232425,0,0.834,1,0,0,17597,41369
v3.2.4,1,433981,0,0.05,200408,0,0.793,1,0,0,24066,42226
v3.0.4,3,256281,0,0.07,236765,0,1.017,1,0,0,9717,42329
v3.2.4,1,643553,0,0.00,621,0,0.521,0,0,0,0,208
v3.2.3,3,62444,0,23.45,679881,0,2.106,1,0,0,1713003,63919
v3.2.3,3,407227,0,1.87,677766,0,1.947,1,0,0,115142,63891
v3.2.3,3,519314,0,2.77,670237,0,2.256,0,0,0,200256,63485
v3.0.4,1,847978,0,0.07,193065,0,0.749,1,0,0,37764,39638
v3.2.4,1,348670,0,0.07,192620,0,0.788,1,0,0,42355,40749
v3.2.4,1,463635,0,0.00,823,0,0.474,0,0,0,0,414
v3.2.3,3,20226,0,0.44,678866,0,2.134,0,0,0,41719,63805
v3.2.3,1,784046,0,0.08,194638,0,0.754,1,0,0,67799,41437
v3.0.4,3,60439,0,0.00,1077,0,0.477,0,0,0,0,721
v3.2.3,1,497167,0,0.05,195951,0,0.803,1,0,0,13039,41088
v3.2.3,1,832509,0,0.06,188731,0,0.761,1,0,0,30094,40411
v3.2.4,1,777127,0,0.00,823,0,0.722,0,0,0,0,414
v3.0.4,3,602262,0,0.05,233199,0,0.714,1,0,0,12792,41679
v3.0.4,1,819287,0,0.00,977,0,0.559,0,0,0,0,620
v3.2.4,1,654604,0,0.00,722,0,0.898,0,0,0,0,310
v3.0.4,3,82282,0,0.10,226845,0,0.83,1,0,0,65054,40528
v3.0.4,3,593563,0,0.07,230085,0,0.678,1,0,0,42219,41202
v3.2.4,3,638074,0,15.07,848546,0,22.502,1,0,0,962608,81363
v3.0.4,3,642459,0,0.05,222181,0,0.941,1,0,0,20248,40394
v3.2.4,1,728423,0,0.06,203034,0,0.752,1,0,0,32142,42708
v3.2.3,1,546253,0,0.05,197712,0,0.702,1,0,0,8710,42081
v3.2.3,1,370590,0,0.00,924,0,0.455,0,0,0,0,516
v3.2.3,3,930261,0,0.00,823,0,0.948,0,0,0,0,414
v3.0.4,1,718314,0,0.06,188761,0,0.676,1,0,0,40395,39987
v3.2.3,3,800898,0,15.62,654804,0,2.015,1,0,0,1151661,62422
v3.0.4,3,786816,0,0.12,218421,0,0.749,1,0,0,66288,39229
v3.0.4,1,230831,0,0.07,190154,0,0.908,1,0,0,48642,39525
v3.2.4,1,172741,0,0.00,924,0,0.497,0,0,0,0,516
v3.0.4,3,134502,0,0.06,218004,0,0.786,1,0,0,21219,39455
v3.2.4,3,965203,0,12.41,842032,0,21.821,1,0,0,662472,81349
v3.2.3,1,414219,0,0.06,194562,0,0.904,1,0,0,29589,41576
v3.2.3,1,30920,0,0.05,200336,0,0.889,1,0,0,16820,42024
v3.2.3,1,920970,0,0.00,722,0,0.596,0,0,0,0,310
v3.2.4,1,580477,0,0.00,924,0,0.46,0,0,0,0,516
v3.2.4,3,116093,0,0.00,823,0,1.623,0,0,0,0,414
v3.0.4,1,755540,0,0.07,191989,0,0.83,1,0,0,33982,40615
v3.0.4,3,610,0,0.00,876,0,0.434,0,0,0,0,518
v3.2.3,3,1978,0,9.89,669226,0,2.239,1,0,0,532071,63507
v3.2.3,1,96563,0,0.00,1126,0,0.427,0,0,0,0,722
v3.2.4,1,866408,0,0.00,823,0,0.909,0,0,0,0,414
v3.2.4,1,225482,0,0.00,924,0,0.456,0,0,0,0,516
v3.0.4,3,251109,0,0.00,1078,0,0.487,0,0,0,0,722
v3.0.4,3,723442,0,0.07,232344,0,0.739,1,0,0,38171,40797
v3.0.4,3,166178,0,0.06,227963,0,0.85,1,0,0,19525,40889
v3.2.4,3,930261,0,0.00,823,0,1.94,0,0,0,0,414
v3.0.4,1,260222,0,0.00,775,0,0.695,0,0,0,0,414
v3.0.4,1,467222,0,0.00,977,0,0.599,0,0,0,0,620
v3.0.4,1,885021,0,0.08,194146,0,0.949,1,0,0,59094,40717
v3.2.4,1,606602,0,0.00,1025,0,0.457,0,0,0,0,620
v3.2.4,3,505543,0,0.00,1025,0,1.911,0,0,0,0,620
v3.2.3,1,77457,0,0.08,194989,0,0.777,1,0,0,73936,40982
v3.2.4,1,282193,0,0.00,621,0,0.532,0,0,0,0,208
v3.0.4,1,626068,0,0.08,190934,0,1.113,1,0,0,52950,39423
v3.2.4,3,117866,0,11.72,840408,0,21.023,1,0,0,628576,81490
v3.0.4,1,383577,0,0.06,187115,0,0.76,1,0,0,20660,39278
v3.0.4,3,801836,0,0.00,775,0,0.495,0,0,0,0,414
v3.2.4,3,79365,0,0.00,721,0,1.447,0,0,0,0,309
v3.2.4,1,255620,0,0.00,823,0,0.565,0,0,0,0,414
v3.2.3,1,263107,0,0.00,1227,0,0.468,0,0,0,0,826
v3.2.4,1,923545,0,0.00,924,0,0.834,0,0,0,0,516
v3.0.4,3,393011,0,0.00,876,0,0.517,0,0,0,0,516
v3.2.3,3,147546,0,0.00,722,0,1.35,0,0,0,0,310
v3.2.3,3,723442,0,15.03,676914,0,2.266,1,0,0,1174250,63351
v3.0.4,1,988122,0,0.06,192748,0,0.813,1,0,0,40557,39975
v3.0.4,3,227115,0,0.00,775,0,0.48,0,0,0,0,414
v3.0.4,1,902516,0,0.06,187531,0,0.83,1,0,0,11237,39361
v3.2.4,1,256494,0,0.00,621,0,0.451,0,0,0,0,208
v3.2.4,3,145805,0,0.34,836553,0,23.956,1,0,0,79613,81159
v3.2.4,1,556111,0,0.00,722,0,0.642,0,0,0,0,310
v3.2.4,3,763372,0,11.08,856570,0,19.266,1,0,0,629595,82749
v3.2.4,3,25387,0,0.00,823,0,1.691,0,0,0,0,414
v3.2.3,1,279624,0,0.05,203117,0,0.761,1,0,0,16594,42634
v3.0.4,3,864744,0,0.00,1280,0,0.419,0,0,0,0,928
v3.2.3,1,865288,0,0.00,1126,0,0.486,0,0,0,0,722
v3.0.4,3,116270,0,0.00,775,0,0.522,0,0,0,0,414
v3.2.3,1,592642,0,0.00,823,0,0.438,0,0,0,0,414
v3.2.4,1,777785,0,0.07,189473,0,0.678,1,0,0,56838,40742
v3.2.3,1,980452,0,0.06,194299,0,0.723,1,0,0,35728,40935
v3.0.4,3,679435,0,0.00,977,0,0.434,0,0,0,0,620
v3.2.4,3,615850,0,8.67,847106,0,20.54,1,0,0,506159,81554
v3.0.4,3,264452,0,0.06,226876,0,0.768,1,0,0,20957,40421
v3.2.4,3,14491,0,8.79,854068,0,24.466,1,0,0,491591,82301
v3.2.4,1,204485,0,0.05,194981,0,0.712,1,0,0,29589,41438
v3.2.3,1,1693,0,0.00,823,0,0.44,0,0,0,0,414
v3.2.3,3,310114,0,85.29,678781,0,2.35,1,0,0,6140826,64141
v3.2.4,1,991794,0,0.06,195334,0,0.719,1,0,0,49300,41701
v3.0.4,1,97069,0,0.06,195851,0,0.846,1,0,0,32077,40460
v3.0.4,1,915569,0,0.09,192983,0,0.854,1,0,0,70384,39799
v3.0.4,3,753174,0,0.06,233056,0,0.873,1,0,0,25921,41996
v3.2.3,3,393011,0,0.00,924,0,0.903,0,0,0,0,516
v3.0.4,1,367250,0,0.05,190083,0,0.969,1,0,0,10226,39312
v3.2.4,3,113844,0,1.94,845159,0,19.295,1,0,0,180472,81924
v3.2.3,3,964201,0,127.91,676317,0,2.548,1,0,0,7722399,64083
v3.0.4,3,132786,0,0.06,232080,0,0.711,1,0,0,27980,41729
v3.2.3,1,193884,0,0.00,823,0,0.568,0,0,0,0,414
v3.2.4,3,218019,0,10.08,843939,0,19.737,1,0,0,609652,81060
v3.2.4,1,933793,0,0.00,1227,0,0.58,0,0,0,0,826
v3.0.4,1,856495,0,0.00,674,0,0.625,0,0,0,0,310
v3.2.4,3,912350,0,0.00,721,0,1.745,0,0,0,0,309
v3.2.3,1,234958,0,0.07,196825,0,0.814,1,0,0,27504,41323
v3.2.3,1,163259,0,0.00,1025,0,0.503,0,0,0,0,620
v3.2.4,1,738116,0,0.00,924,0,0.648,0,0,0,0,516
v3.2.3,1,832783,0,0.06,193498,0,0.771,1,0,0,28301,41165
v3.2.4,3,616990,0,20.49,859663,0,21.517,1,0,0,1364287,83392
v3.2.3,3,302472,0,25.10,667914,0,2.044,1,0,0,1944387,62731
v3.0.4,1,648652,0,0.00,1179,0,0.524,0,0,0,0,826
v3.2.3,3,475682,0,0.00,823,0,0.847,0,0,0,0,414
v3.2.4,1,157426,0,0.07,192386,0,0.796,1,0,0,34595,40540
v3.2.4,1,914714,0,0.00,1126,0,0.508,0,0,0,0,722
v3.2.3,1,441717,0,0.07,195375,0,0.73,1,0,0,48555,41159
v3.2.4,1,694918,0,0.05,197890,0,0.73,1,0,0,18839,41712
v3.2.4,1,745709,0,0.00,1126,0,0.646,0,0,0,0,722
v3.0.4,1,558472,0,0.06,189042,0,0.789,1,0,0,17188,39118
v3.0.4,1,743021,0,0.06,188113,0,0.867,1,0,0,25578,39549
v3.2.4,3,588299,0,0.00,823,0,1.846,0,0,0,0,414
v3.0.4,3,661253,0,0.00,775,0,0.554,0,0,0,0,414
v3.2.3,3,418368,0,0.00,823,0,0.844,0,0,0,0,414
v3.2.4,3,93814,0,6.37,850518,0,22.355,0,0,0,308319,82356
v3.0.4,1,747494,0,0.07,187721,0,0.866,1,0,0,43127,39365
v3.2.4,1,195659,0,0.05,201029,0,0.737,1,0,0,18314,42258
v3.0.4,1,708934,0,0.00,876,0,0.523,0,0,0,0,516
v3.0.4,1,419863,0,0.04,192778,0,0.865,0,0,0,3269,39941
v3.0.4,1,584058,0,0.00,977,0,0.467,0,0,0,0,620
v3.2.3,1,738778,0,0.00,1025,0,0.535,0,0,0,0,620
v3.2.3,1,324069,0,0.00,823,0,0.521,0,0,0,0,414
v3.2.4,1,504965,0,0.06,198036,0,0.903,1,0,0,20041,41447
v3.2.3,3,421053,0,48.51,672262,0,2.103,1,0,0,3290501,63354
v3.0.4,3,688735,0,0.05,232542,0,0.76,1,0,0,12170,41510
v3.0.4,3,601387,0,0.00,876,0,0.427,0,0,0,0,516
v3.2.4,3,116270,0,0.00,823,0,1.806,0,0,0,0,414
v3.0.4,1,395508,0,0.00,1078,0,0.554,0,0,0,0,722
v3.2.4,3,224127,0,19.84,823317,0,20.483,0,0,0,1241594,80403
v3.2.3,1,913631,0,0.00,924,0,0.501,0,0,0,0,516
v3.2.4,3,283727,0,0.00,1025,0,1.88,0,0,0,0,622
v3.2.3,3,74592,0,0.00,1227,0,0.919,0,0,0,0,826
v3.2.4,3,910820,0,9.86,854083,0,21.529,1,0,0,628116,82798
v3.0.4,1,934400,0,0.00,977,0,0.549,0,0,0,0,620
v3.2.3,3,79237,0,22.28,679119,0,2.089,1,0,0,2054061,64388
v3.2.4,1,961372,0,0.00,1025,0,0.609,0,0,0,0,620
v3.2.4,3,808691,0,40.83,841139,0,24.245,1,0,0,2130713,81067
v3.2.4,1,51650,0,0.00,722,0,0.503,0,0,0,0,310
v3.2.3,1,236945,0,0.05,190083,0,0.87,1,0,0,19882,40802
v3.2.4,1,467967,0,0.08,196309,0,0.768,1,0,0,53092,41202
v3.0.4,1,312863,0,0.00,674,0,0.58,0,0,0,0,310
v3.2.4,3,5247,0,0.00,924,0,1.806,0,0,0,0,516
v3.0.4,1,336902,0,0.00,775,0,0.716,0,0,0,0,414
v3.2.3,3,118187,0,0.00,923,0,0.82,0,0,0,0,515
v3.2.4,1,535812,0,0.07,191285,0,0.698,1,0,0,36365,41084
v3.2.3,1,909977,0,0.00,1025,0,0.592,0,0,0,0,620
v3.2.4,3,626094,0,1.71,846732,0,20.583,1,0,0,162304,82135
v3.2.4,3,43452,0,0.00,823,0,2.53,0,0,0,0,414
v3.2.4,3,214040,0,17.58,852346,0,22.076,0,0,0,1183495,82545
v3.2.4,1,543945,0,0.00,924,0,0.502,0,0,0,0,516
v3.0.4,1,860756,0,0.06,196139,0,0.896,1,0,0,15687,40435
v3.2.4,3,627243,0,4.91,852845,0,20.028,1,0,0,332432,82214
v3.2.4,3,743281,0,0.00,1125,0,1.614,0,0,0,0,721
v3.2.3,3,355746,0,474.79,680879,0,2.249,0,0,0,24661026,63972
v3.2.3,3,60006,0,9.48,674171,0,2.221,1,0,0,637640,63825
v3.2.4,1,439428,0,0.00,823,0,0.448,0,0,0,0,414
v3.2.3,3,331585,0,0.00,621,0,1.306,0,0,0,0,208
v3.0.4,3,688314,0,0.09,234939,0,0.705,1,0,0,42543,41803
v3.2.3,3,617886,0,34.48,679668,0,1.82,1,0,0,2627992,64145
v3.2.3,3,833483,0,31.69,675208,0,2.033,1,0,0,2199149,64127
v3.0.4,3,278806,0,0.08,222033,0,0.871,1,0,0,34972,39670
v3.2.3,3,73610,0,0.00,823,0,1.01,0,0,0,0,414
v3.2.3,3,809780,0,11.95,679574,0,1.882,1,0,0,952018,64005
v3.2.4,3,842850,0,0.00,823,0,1.545,0,0,0,0,414
v3.0.4,3,558174,0,0.00,1078,0,0.437,0,0,0,0,722
v3.2.4,1,902783,0,0.00,823,0,0.462,0,0,0,0,414
v3.0.4,3,370590,0,0.00,876,0,0.594,0,0,0,0,516
v3.0.4,1,917309,0,0.05,188836,0,0.812,1,0,0,13931,39775
v3.2.3,1,863643,0,0.00,1328,0,0.594,0,0,0,0,928
v3.2.3,1,467222,0,0.00,1025,0,0.468,0,0,0,0,620
v3.2.4,1,148278,0,0.00,924,0,0.655,0,0,0,0,518
v3.2.3,3,407694,0,0.00,1125,0,1.416,0,0,0,0,721
v3.0.4,1,606602,0,0.00,977,0,0.598,0,0,0,0,620
v3.2.3,1,200187,0,0.05,186738,0,0.683,1,0,0,21287,40006
v3.2.3,1,694918,0,0.05,197890,0,0.703,1,0,0,18839,41712
v3.2.4,1,133796,0,0.00,520,0,0.597,0,0,0,0,104
v3.0.4,1,703630,0,0.00,1078,0,0.632,0,0,0,0,722
v3.2.3,3,788827,0,31.22,675689,0,1.887,1,0,0,2316551,63701
v3.0.4,3,375635,0,0.00,876,0,0.622,0,0,0,0,518
v3.2.4,1,115890,0,0.06,195771,0,0.826,1,0,0,13467,41215
v3.2.3,3,975849,0,17.91,682924,0,1.822,1,0,0,1518776,64786
v3.0.4,3,410469,0,0.00,674,0,0.417,0,0,0,0,310
v3.2.4,1,433853,0,0.00,823,0,0.468,0,0,0,0,414
v3.2.4,1,790328,0,0.07,195655,0,0.8,1,0,0,38654,42116
v3.2.4,1,278727,0,0.05,195344,0,0.718,1,0,0,30008,41712
v3.2.4,3,740274,0,0.00,1125,0,1.878,0,0,0,0,721
v3.2.4,3,518377,0,7.59,844304,0,20.969,1,0,0,527766,81785
v3.2.4,3,121098,0,11.51,842745,0,23.064,1,0,0,727889,81347
v3.2.3,1,551949,0,0.00,1025,0,0.442,0,0,0,0,620
v3.0.4,1,324069,0,0.00,775,0,0.502,0,0,0,0,414
v3.2.4,1,751890,0,0.00,722,0,0.578,0,0,0,0,312
v3.2.4,1,407694,0,0.00,1126,0,0.941,0,0,0,0,722
v3.2.4,1,912773,0,0.05,197448,0,0.734,1,0,0,18059,41357
v3.0.4,1,784046,0,0.07,189094,0,0.856,1,0,0,57439,39565
v3.2.3,3,315631,0,0.00,823,0,0.892,0,0,0,0,414
v3.0.4,3,449496,0,0.08,226077,0,0.721,1,0,0,49380,40548
v3.2.4,1,750472,0,0.00,1126,0,0.517,0,0,0,0,722
v3.2.3,1,628352,0,0.06,198959,0,0.698,0,0,0,11431,41874
v3.0.4,3,957900,0,0.05,232593,0,0.689,1,0,0,19522,41268
v3.2.4,1,383608,0,0.05,194723,0,0.722,1,0,0,26797,41448
v3.2.3,3,280475,0,0.00,924,0,1.172,0,0,0,0,516
v3.2.4,3,255755,0,21.01,848915,0,21.176,1,0,0,1654694,82102
v3.0.4,1,467060,0,0.07,193709,0,0.797,1,0,0,43011,40082
v3.2.4,3,60288,0,10.52,857512,0,19.502,1,0,0,686142,82518
v3.2.4,3,275247,0,7.96,840588,0,21.654,1,0,0,540491,80703
v3.0.4,1,658746,0,0.00,573,0,0.496,0,0,0,0,208
v3.0.4,1,769480,0,0.00,1078,0,0.642,0,0,0,0,722
v3.2.3,3,507658,0,12.82,680754,0,1.969,1,0,0,912655,64165
v3.2.3,3,738717,0,10.00,668121,0,2.327,1,0,0,599720,63229
v3.0.4,3,160962,0,0.00,775,0,0.697,0,0,0,0,414
v3.0.4,3,248742,0,0.07,232761,0,0.742,1,0,0,8997,41396
v3.2.3,3,601387,0,0.00,924,0,0.84,0,0,0,0,516
v3.2.3,1,757840,0,0.00,924,0,0.468,0,0,0,0,516
v3.2.4,1,303260,0,0.00,823,0,0.526,0,0,0,0,414
v3.2.4,3,465936,0,0.00,722,0,2.219,0,0,0,0,310
v3.2.4,1,210243,0,0.07,194340,0,0.782,1,0,0,52743,41312
v3.2.3,3,947479,0,26.67,677746,0,2.325,1,0,0,2016585,64303
v3.2.4,3,804539,0,7.51,853288,0,21.284,1,0,0,463398,82154
v3.2.3,3,957010,0,7.10,673783,0,1.963,1,0,0,408467,63605
v3.0.4,1,551949,0,0.00,977,0,0.57,0,0,0,0,620
v3.2.4,1,135080,0,0.07,187451,0,0.938,1,0,0,31729,40218
v3.0.4,3,781802,0,0.00,1078,0,0.48,0,0,0,0,722
v3.2.3,3,368709,0,0.00,923,0,1.172,0,0,0,0,515
v3.2.4,1,56388,0,0.00,1328,0,0.651,0,0,0,0,928
v3.2.3,1,405207,0,0.00,1126,0,0.504,0,0,0,0,722
v3.2.3,1,872858,0,0.00,1025,0,0.504,0,0,0,0,620
v3.2.3,3,559196,0,0.00,923,0,0.865,0,0,0,0,515
v3.2.3,3,425024,0,0.00,1126,0,1.023,0,0,0,0,722
v3.0.4,3,446653,0,0.07,235976,0,0.723,1,0,0,20387,41967
v3.0.4,3,221567,0,0.00,1078,0,0.506,0,0,0,0,722
v3.0.4,1,305398,0,0.00,1078,0,0.602,0,0,0,0,722
v3.2.3,1,238218,0,0.00,924,0,0.502,0,0,0,0,516
v3.2.3,1,95692,0,0.00,1126,0,0.517,0,0,0,0,722
v3.0.4,1,157633,0,0.07,191719,0,0.868,1,0,0,34893,39636
v3.0.4,1,442406,0,0.05,192306,0,1.153,1,0,0,9487,39946
v3.2.4,3,102188,0,7.20,844391,0,20.576,1,0,0,445149,80781
v3.0.4,1,384758,0,0.00,1078,0,0.564,0,0,0,0,722
v3.2.3,3,876981,0,0.00,822,0,0.763,0,0,0,0,413
v3.2.4,3,691980,0,25.65,846325,0,21.987,1,0,0,1979928,81887
v3.2.3,1,542974,0,0.00,1126,0,0.629,0,0,0,0,722
v3.2.4,3,816765,0,0.00,721,0,1.652,0,0,0,0,309
v3.0.4,1,831296,0,0.04,190428,0,0.721,1,0,0,11836,39551
v3.2.4,3,611315,0,7.58,844681,0,20.198,1,0,0,465068,81629
v3.2.4,1,925055,0,0.07,200348,0,1.156,1,0,0,31764,42179
v3.0.4,3,223325,0,0.08,234033,0,0.686,1,0,0,68760,42169
v3.2.4,1,832451,0,0.00,722,0,0.471,0,0,0,0,310
v3.2.4,3,410469,0,0.00,722,0,1.463,0,0,0,0,310
v3.0.4,1,853226,0,0.00,876,0,0.465,0,0,0,0,516
v3.2.3,3,781802,0,0.00,1126,0,0.875,0,0,0,0,722
v3.0.4,3,166236,0,0.08,231479,0,0.976,1,0,0,32351,41575
v3.2.3,3,362536,0,15.61,679847,0,2.404,1,0,0,991967,63853
v3.2.3,1,367250,0,0.04,195627,0,0.747,1,0,0,12758,41184
v3.2.3,3,202199,0,0.00,1125,0,1.091,0,0,0,0,721
v3.2.3,1,607601,0,0.00,1126,0,0.435,0,0,0,0,722
v3.0.4,1,3154,0,0.06,190998,0,0.682,1,0,0,41146,39959
v3.2.4,3,840755,0,0.00,1025,0,1.929,0,0,0,0,620
v3.2.3,1,51650,0,0.00,722,0,0.5,0,0,0,0,310
v3.2.3,1,298357,0,0.00,1328,0,0.454,0,0,0,0,928
v3.0.4,3,731654,0,0.08,235373,0,0.941,1,0,0,29420,41807
v3.2.3,3,357733,0,1.11,676475,0,2.481,1,0,0,31713,63599
v3.0.4,1,631405,0,0.07,197770,0,1.017,1,0,0,47240,40845
v3.2.3,1,315385,0,0.00,520,0,0.622,0,0,0,0,104
v3.2.4,3,337580,0,5.11,853384,0,19.763,1,0,0,238988,82148
v3.2.4,1,900660,0,0.06,201362,0,0.781,1,0,0,21756,42494
v3.2.3,1,407985,0,0.07,190646,0,0.855,1,0,0,34625,41146
v3.2.3,1,782764,0,0.08,196937,0,0.825,1,0,0,74581,41467
v3.2.4,3,927058,0,10.58,852847,0,24.492,1,0,0,660242,82045
v3.2.3,1,81022,0,0.00,924,0,0.459,0,0,0,0,516
v3.2.3,3,680583,0,0.00,924,0,0.981,0,0,0,0,516
v3.0.4,1,576303,0,0.07,190237,0,0.866,1,0,0,31158,39357
v3.2.3,1,724043,0,0.00,924,0,0.707,0,0,0,0,516
v3.0.4,1,30913,0,0.00,876,0,0.532,0,0,0,0,516
v3.0.4,1,599950,0,0.00,573,0,0.664,0,0,0,0,208
v3.0.4,3,472000,0,0.00,1278,0,0.563,0,0,0,0,926
v3.0.4,1,642306,0,0.05,191669,0,0.837,1,0,0,20575,39687
v3.2.4,3,774154,0,0.00,1227,0,1.688,0,0,0,0,826
v3.2.4,3,314500,0,6.43,849723,0,19.985,1,0,0,372631,81752
v3.0.4,1,555305,0,0.06,188781,0,0.948,1,0,0,23601,39442
v3.0.4,3,233732,0,0.04,237093,0,0.739,1,0,0,10643,42251
v3.2.3,3,121280,0,0.00,1126,0,0.865,0,0,0,0,722
v3.2.3,1,358824,0,0.00,823,0,0.471,0,0,0,0,414
v3.2.4,1,881459,0,0.08,197790,0,0.832,0,0,0,19006,41720
v3.0.4,1,97159,0,0.08,192374,0,0.903,1,0,0,40500,39907
v3.2.4,3,606170,0,12.99,845967,0,21.16,1,0,0,997519,81824
v3.2.4,1,280428,0,0.06,186332,0,0.879,1,0,0,28405,40295
v3.2.3,3,875434,0,9.67,674139,0,1.755,1,0,0,738938,63032
v3.0.4,3,675850,0,0.05,222876,0,0.774,1,0,0,21089,40248
v3.2.3,3,62036,0,23.28,679140,0,1.904,1,0,0,1808778,63672
v3.2.3,1,931471,0,0.06,192500,0,0.736,1,0,0,36023,41094
v3.0.4,1,367686,0,0.00,674,0,0.63,0,0,0,0,310
v3.2.3,3,680777,0,6.97,670013,0,2.073,1,0,0,424938,63451
v3.0.4,1,696279,0,0.00,674,0,0.62,0,0,0,0,312
v3.0.4,1,307909,0,0.09,193384,0,0.808,1,0,0,57678,39923
v3.2.4,1,415129,0,0.08,197675,0,0.938,1,0,0,44321,41631
v3.0.4,3,953448,0,0.07,226237,0,0.748,1,0,0,37858,41188
v3.2.4,1,529138,0,0.05,193957,0,0.735,1,0,0,14206,41374
v3.0.4,3,515275,0,0.07,219050,0,0.782,1,0,0,38179,39833
v3.2.4,1,691361,0,0.00,823,0,0.542,0,0,0,0,414
v3.2.3,3,126949,0,10.43,681579,0,1.805,1,0,0,926800,64213
v3.2.3,1,271843,0,0.04,195652,0,0.783,1,0,0,12813,41824
v3.2.3,1,829582,0,0.05,193606,0,0.756,1,0,0,43753,41475
v3.2.4,3,162401,0,0.00,823,0,1.712,0,0,0,0,414
v3.2.3,3,820921,0,20.26,681072,0,2.264,1,0,0,1618741,64625
v3.2.3,1,220315,0,0.00,1328,0,0.568,0,0,0,0,928
v3.2.4,1,335016,0,0.08,196026,0,0.977,1,0,0,34774,41495
v3.2.3,3,938194,0,15.11,676400,0,2.802,1,0,0,598637,63788
v3.0.4,3,864478,0,0.05,233824,0,0.79,1,0,0,12012,41741
v3.0.4,3,163239,0,0.08,228027,0,0.858,1,0,0,33860,40271
v3.2.3,3,134502,0,6.55,662138,0,1.999,1,0,0,403345,62105
v3.2.4,3,108967,0,0.00,1327,0,1.704,0,0,0,0,927
v3.2.3,3,273234,0,9.07,682017,0,1.946,1,0,0,637768,64288
v3.0.4,3,858252,0,0.00,674,0,0.446,0,0,0,0,310
