model,deal,seed,SolverMemOut,SolverTotalTime,SATClauses,SavileRowClauseOut,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes,SATVars
v3.2.4,1,254855,0,0.06,190535,0,1.089,1,0,0,24792,40772
v3.0.4,1,537410,0,0.06,192946,0,0.927,1,0,0,19162,40265
v3.2.3,1,981865,0,0.00,823,0,0.489,0,0,0,0,414
v3.0.4,1,27335,0,0.00,876,0,1.033,0,0,0,0,516
v3.0.4,1,442901,0,0.00,775,0,0.518,0,0,0,0,414
v3.2.4,3,297578,0,0.42,849397,0,20.306,1,0,0,145196,82084
v3.2.3,1,676636,0,0.07,198221,0,0.692,1,0,0,65356,41350
v3.2.3,1,365071,0,0.07,195523,0,0.798,1,0,0,38272,41613
v3.2.3,1,493333,0,0.00,1227,0,0.543,0,0,0,0,826
v3.0.4,3,592642,0,0.00,775,0,0.489,0,0,0,0,414
v3.0.4,1,238965,0,0.00,1078,0,0.45,0,0,0,0,724
v3.2.3,3,91036,0,23.56,680679,0,2.047,1,0,0,1876574,64418
v3.0.4,1,813898,0,0.00,876,0,0.496,0,0,0,0,516
v3.2.4,1,179059,0,0.07,202525,0,0.874,1,0,0,38211,42514
v3.0.4,1,371497,0,0.05,187411,0,0.734,1,0,0,13996,39085
v3.2.4,1,982050,0,0.06,193139,0,0.726,1,0,0,36426,41232
v3.2.4,3,766907,0,0.00,1126,0,1.628,0,0,0,0,722
v3.2.4,1,585610,0,0.00,1227,0,0.596,0,0,0,0,826
v3.0.4,1,630940,0,0.06,191324,0,0.919,1,0,0,24143,40034
v3.2.3,1,608529,0,0.07,196153,0,0.815,1,0,0,42880,41780
v3.2.3,1,754122,0,0.07,192466,0,0.87,1,0,0,45919,41047
v3.2.3,1,71491,0,0.08,193864,0,0.833,1,0,0,86534,41308
v3.2.4,1,561356,0,0.00,1025,0,1.002,0,0,0,0,620
v3.2.3,3,557167,0,16.15,670594,0,2.132,1,0,0,1361733,63525
v3.2.3,1,893236,0,0.00,823,0,0.654,0,0,0,0,414
v3.0.4,1,201627,0,0.07,193036,0,0.873,1,0,0,65176,40033
v3.2.4,3,851095,0,12.86,851738,0,19.931,1,0,0,1014697,81810
v3.2.3,1,254855,0,0.06,190535,0,0.853,1,0,0,24792,40772
v3.2.4,3,786696,0,9.58,837677,0,20.887,1,0,0,564276,80000
v3.2.3,3,530642,0,0.00,823,0,1.139,0,0,0,0,414
v3.0.4,1,213103,0,0.00,775,0,0.675,0,0,0,0,414
v3.2.4,1,177174,0,0.00,722,0,0.493,0,0,0,0,310
v3.2.3,1,860262,0,0.06,192945,0,0.752,1,0,0,28673,41234
v3.2.4,1,628344,0,0.06,197469,0,0.802,1,0,0,26709,41341
v3.2.4,1,819936,0,0.07,191240,0,0.734,1,0,0,31116,41154
v3.2.3,1,430684,0,0.06,190219,0,0.836,1,0,0,47811,40539
v3.0.4,1,755012,0,0.00,876,0,0.508,0,0,0,0,516
v3.0.4,1,348226,0,0.00,977,0,0.621,0,0,0,0,620
v3.2.3,1,214175,0,0.05,194021,0,0.818,1,0,0,27124,41332
v3.2.4,1,738010,0,0.00,1126,0,0.476,0,0,0,0,722
v3.0.4,1,673251,0,0.00,1078,0,0.635,0,0,0,0,722
v3.2.4,1,143364,0,0.08,195869,0,0.96,1,0,0,40264,41788
v3.2.4,3,278727,0,18.68,842371,0,20.743,1,0,0,1491655,81299
v3.0.4,1,222989,0,0.06,192318,0,0.736,1,0,0,30506,40332
v3.2.3,3,542619,0,0.00,924,0,0.92,0,0,0,0,518
v3.2.4,1,518310,0,0.00,1126,0,0.916,0,0,0,0,722
v3.0.4,1,641015,0,0.05,194627,0,0.898,0,0,0,6537,40075
v3.0.4,1,622111,0,0.07,188308,0,0.721,1,0,0,58059,39561
v3.2.3,1,572683,0,0.00,1025,0,0.514,0,0,0,0,620
v3.2.3,1,560893,0,0.00,924,0,0.5,0,0,0,0,516
v3.2.3,3,514900,0,1.80,666638,0,2.38,1,0,0,147763,63127
v3.0.4,1,36992,0,0.05,193739,0,0.79,1,0,0,17861,40174
v3.0.4,3,287049,0,0.00,775,0,0.546,0,0,0,0,414
v3.0.4,1,621415,0,0.15,189479,0,0.795,1,0,0,35239,39078
v3.2.4,1,854287,0,0.07,192948,0,0.856,1,0,0,41265,41046
v3.2.4,1,523602,0,0.07,195394,0,1.237,1,0,0,40906,41169
v3.2.3,3,670449,0,15.69,668319,0,2.014,1,0,0,1361101,62990
v3.2.4,1,50497,0,0.00,1025,0,0.495,0,0,0,0,620
v3.2.4,1,201891,0,0.06,200237,0,0.832,1,0,0,21818,42119
v3.0.4,3,306396,0,0.00,1179,0,0.597,0,0,0,0,826
v3.0.4,1,67880,0,0.00,573,0,0.532,0,0,0,0,208
v3.0.4,3,665484,0,0.00,876,0,0.529,0,0,0,0,518
v3.2.3,1,13086,0,0.07,198786,0,0.907,1,0,0,40675,41920
v3.2.3,1,524858,0,0.08,195722,0,0.834,1,0,0,58268,41769
v3.0.4,1,721540,0,0.08,187945,0,0.678,1,0,0,62321,39553
v3.2.3,1,592044,0,0.00,1328,0,0.558,0,0,0,0,928
v3.2.4,1,60648,0,0.10,197474,0,0.905,1,0,0,37445,41405
v3.2.3,1,435937,0,0.04,195995,0,0.723,1,0,0,8578,41209
v3.2.4,3,488174,0,0.00,722,0,1.898,0,0,0,0,310
v3.2.3,1,736826,0,0.07,195054,0,0.766,1,0,0,57939,40910
v3.2.4,1,518983,0,0.00,924,0,0.576,0,0,0,0,518
v3.0.4,1,743281,0,0.00,1078,0,0.551,0,0,0,0,722
v3.2.4,1,161248,0,0.04,202672,0,0.801,1,0,0,11037,42594
v3.0.4,1,133380,0,0.16,187599,0,0.904,0,0,0,26503,39458
v3.2.3,1,498888,0,0.00,1025,0,0.934,0,0,0,0,620
v3.2.4,1,441758,0,0.05,197745,0,0.892,1,0,0,21973,41840
v3.0.4,1,798783,0,0.07,189427,0,0.745,1,0,0,41373,39666
v3.0.4,1,463971,0,0.05,183258,0,0.768,1,0,0,50016,38731
v3.0.4,3,778174,0,0.00,977,0,0.467,0,0,0,0,620
v3.0.4,1,53270,0,0.00,573,0,0.505,0,0,0,0,208
v3.2.4,1,205281,0,0.00,1328,0,0.56,0,0,0,0,928
v3.0.4,1,367862,0,0.00,1078,0,0.521,0,0,0,0,722
v3.2.3,1,963525,0,0.06,196641,0,0.85,1,0,0,41680,41300
v3.2.3,1,15706,0,0.00,621,0,0.575,0,0,0,0,208
v3.0.4,1,341702,0,0.00,977,0,0.46,0,0,0,0,620
v3.0.4,1,884751,0,0.00,977,0,0.611,0,0,0,0,620
v3.2.3,3,998406,0,0.00,923,0,0.8,0,0,0,0,515
v3.2.3,3,124954,0,15.53,679700,0,1.94,1,0,0,1348985,64280
v3.2.4,3,754000,0,0.00,621,0,1.516,0,0,0,0,208
v3.0.4,1,143482,0,0.00,1078,0,0.472,0,0,0,0,722
v3.0.4,1,814685,0,0.07,182483,0,0.839,1,0,0,42820,38290
v3.2.3,1,900577,0,0.00,924,0,0.71,0,0,0,0,516
v3.2.4,1,194751,0,0.06,195021,0,0.847,1,0,0,33669,41181
v3.0.4,3,237537,0,0.00,1279,0,0.505,0,0,0,0,927
v3.0.4,1,249934,0,0.05,194379,0,0.655,1,0,0,12529,40123
v3.2.4,1,893911,0,0.06,200234,0,0.981,1,0,0,27940,42531
v3.2.4,1,604825,0,0.06,196933,0,0.725,1,0,0,55350,41346
v3.2.4,3,245547,0,0.00,924,0,1.556,0,0,0,0,516
v3.0.4,1,15092,0,0.00,977,0,0.455,0,0,0,0,620
v3.2.4,1,911719,0,0.00,1025,0,0.492,0,0,0,0,620
v3.0.4,1,230173,0,0.07,193168,0,0.786,1,0,0,46075,39667
v3.2.3,1,21465,0,0.06,192205,0,1.003,1,0,0,33708,40775
v3.2.3,1,257838,0,0.00,823,0,0.597,0,0,0,0,414
v3.2.3,1,49002,0,0.00,1126,0,0.559,0,0,0,0,722
v3.0.4,3,27587,0,0.00,674,0,0.511,0,0,0,0,310
v3.2.3,1,249934,0,0.06,199923,0,0.78,1,0,0,26662,41995
v3.0.4,3,746779,0,0.06,230514,0,0.893,1,0,0,14962,41444
v3.2.4,1,185302,0,0.09,190870,0,0.941,1,0,0,32713,40684
v3.2.3,1,169308,0,0.06,201620,0,0.879,1,0,0,23323,42272
v3.2.4,1,934501,0,0.06,197384,0,0.728,1,0,0,34776,41923
v3.0.4,1,959560,0,0.07,190724,0,0.925,1,0,0,38060,39881
v3.0.4,1,349411,0,0.00,775,0,0.446,0,0,0,0,414
v3.0.4,1,872052,0,0.00,1078,0,0.446,0,0,0,0,722
v3.0.4,1,27843,0,0.06,182953,0,0.821,1,0,0,34287,38653
v3.0.4,1,549789,0,0.06,194903,0,0.758,1,0,0,19526,40124
v3.2.3,1,729042,0,0.06,188972,0,0.834,1,0,0,33258,40416
v3.2.3,1,382127,0,0.00,823,0,0.675,0,0,0,0,414
v3.2.4,1,598278,0,0.05,197622,0,0.773,1,0,0,17008,41552
v3.0.4,1,913784,0,0.08,192318,0,0.875,1,0,0,36974,39794
v3.0.4,1,37605,0,0.04,189010,0,0.836,0,0,0,3893,38893
v3.0.4,3,565923,0,0.00,876,0,0.473,0,0,0,0,516
v3.2.3,3,115890,0,13.69,670730,0,2.228,1,0,0,974309,63129
v3.2.3,1,490430,0,0.09,200738,0,0.839,1,0,0,60410,42124
v3.2.3,3,786696,0,17.47,663950,0,2.32,1,0,0,1265615,61762
v3.2.4,1,920311,0,0.00,924,0,0.644,0,0,0,0,516
v3.2.4,1,308110,0,0.10,199063,0,0.743,1,0,0,87652,42426
v3.2.3,3,866156,0,0.00,924,0,0.996,0,0,0,0,518
v3.0.4,3,302562,0,0.00,876,0,0.551,0,0,0,0,516
v3.2.4,3,995962,0,14.04,859839,0,21.077,1,0,0,1132376,82817
v3.2.3,1,106381,0,0.08,195280,0,0.865,1,0,0,44873,41034
v3.2.4,1,417134,0,0.07,199750,0,0.843,1,0,0,35187,42024
v3.2.4,1,133380,0,0.17,193143,0,0.863,0,0,0,20395,41330
v3.0.4,1,709552,0,0.10,189576,0,0.829,1,0,0,93819,39650
v3.2.4,1,67880,0,0.00,621,0,0.642,0,0,0,0,208
v3.2.3,1,401745,0,0.06,199626,0,0.807,1,0,0,32733,41930
v3.0.4,1,257566,0,0.05,191531,0,0.907,1,0,0,6840,39629
v3.0.4,1,997556,0,0.00,977,0,0.5,0,0,0,0,620
v3.2.4,1,673028,0,0.06,192901,0,0.767,1,0,0,26304,41061
v3.2.3,1,300324,0,0.09,198887,0,0.942,1,0,0,53528,41947
v3.2.4,1,407252,0,0.06,199222,0,1.004,1,0,0,25591,41876
v3.2.4,1,193853,0,0.09,197691,0,0.913,1,0,0,57392,41413
v3.2.4,1,958880,0,0.06,193130,0,0.778,1,0,0,36757,41139
v3.2.4,1,434288,0,0.06,200446,0,0.774,1,0,0,21853,42277
v3.0.4,3,69483,0,0.09,230247,0,0.774,1,0,0,47065,41153
v3.2.3,1,807655,0,0.07,200073,0,0.87,1,0,0,34473,41970
v3.2.4,1,961238,0,0.00,722,0,0.553,0,0,0,0,310
v3.2.3,3,526889,0,0.00,1025,0,1.222,0,0,0,0,620
v3.0.4,1,474146,0,0.00,876,0,0.522,0,0,0,0,516
v3.2.3,1,709171,0,0.00,1328,0,0.645,0,0,0,0,928
v3.2.3,1,658514,0,0.00,823,0,0.438,0,0,0,0,414
v3.2.4,1,297696,0,0.00,823,0,0.552,0,0,0,0,414
v3.0.4,1,587976,0,0.00,977,0,0.53,0,0,0,0,620
v3.2.4,1,698629,0,0.05,193912,0,0.854,1,0,0,11235,41452
v3.0.4,1,818248,0,0.00,775,0,0.584,0,0,0,0,414
v3.2.3,1,957801,0,0.09,196528,0,0.862,1,0,0,51825,41583
v3.2.4,3,989985,0,14.86,848855,0,24.798,1,0,0,475694,81731
v3.2.3,1,680932,0,0.06,190931,0,0.859,1,0,0,50002,40927
v3.2.4,1,884751,0,0.00,1025,0,0.651,0,0,0,0,620
v3.0.4,1,193601,0,0.06,188764,0,0.72,1,0,0,45116,39466
v3.2.3,3,283431,0,16.75,668501,0,2.035,1,0,0,1360860,63116
v3.2.4,1,27587,0,0.00,722,0,0.662,0,0,0,0,310
v3.2.4,1,214671,0,0.00,924,0,0.634,0,0,0,0,516
v3.2.4,1,232668,0,0.06,195900,0,0.735,1,0,0,39533,41819
v3.2.3,1,814509,0,0.00,1025,0,0.574,0,0,0,0,620
v3.2.3,1,931969,0,0.10,195794,0,0.798,1,0,0,94733,41138
v3.0.4,3,227142,0,0.00,1280,0,0.453,0,0,0,0,928
v3.2.4,1,59763,0,0.06,196371,0,0.944,1,0,0,18671,41332
v3.0.4,1,564601,0,0.00,977,0,0.546,0,0,0,0,620
v3.2.4,1,676636,0,0.08,198221,0,0.802,1,0,0,65356,41350
v3.2.4,1,162736,0,0.00,722,0,0.585,0,0,0,0,310
v3.2.4,3,847350,0,7.30,854528,0,19.347,1,0,0,372482,82339
v3.0.4,1,549624,0,0.08,185746,0,0.735,1,0,0,57708,39008
v3.2.4,1,957801,0,0.10,196528,0,0.871,1,0,0,51825,41583
v3.0.4,1,635148,0,0.00,1078,0,0.433,0,0,0,0,722
v3.0.4,1,962130,0,0.00,674,0,0.511,0,0,0,0,310
v3.2.4,3,157696,0,9.15,841487,0,22.351,1,0,0,542493,81194
v3.2.3,1,312897,0,0.07,193361,0,0.734,1,0,0,35810,40703
v3.2.3,1,961011,0,0.08,198341,0,0.955,1,0,0,54418,41771
v3.2.4,1,387608,0,0.00,1126,0,0.521,0,0,0,0,724
v3.2.4,1,244380,0,0.00,1025,0,0.678,0,0,0,0,620
v3.2.3,3,724338,0,0.00,1025,0,0.962,0,0,0,0,620
v3.2.3,1,925046,0,0.00,924,0,0.561,0,0,0,0,516
v3.2.4,1,237537,0,0.00,1328,0,0.527,0,0,0,0,928
v3.2.4,1,234028,0,0.00,1126,0,0.497,0,0,0,0,722
v3.0.4,1,743436,0,0.06,185992,0,1.203,1,0,0,24018,38921
v3.0.4,3,16372,0,0.00,775,0,0.634,0,0,0,0,414
v3.0.4,1,789428,0,0.05,195815,0,0.845,1,0,0,13092,40562
v3.2.4,1,870057,0,0.00,520,0,0.858,0,0,0,0,104
v3.0.4,1,169109,0,0.00,674,0,0.552,0,0,0,0,310
v3.2.4,3,159222,0,10.26,852438,0,21.136,1,0,0,759250,82129
v3.0.4,1,708338,0,0.06,193287,0,0.824,1,0,0,21922,39988
v3.0.4,1,815554,0,0.07,190420,0,1.037,1,0,0,37883,39343
v3.2.3,1,180044,0,0.07,193761,0,0.932,1,0,0,23172,41358
v3.2.3,1,583269,0,0.04,197660,0,0.83,0,0,0,4137,42168
v3.2.4,1,990094,0,0.00,924,0,0.458,0,0,0,0,516
v3.0.4,1,135549,0,0.07,190304,0,0.687,1,0,0,50345,39953
v3.2.3,1,304741,0,0.06,199018,0,0.751,1,0,0,48997,41799
v3.0.4,1,497470,0,0.06,192206,0,0.795,1,0,0,20891,39660
v3.2.3,3,570005,0,188.81,679862,0,2.013,0,0,0,10502506,64000
v3.2.4,3,252532,0,2.95,854536,0,21.234,1,0,0,236669,82407
v3.2.4,1,678492,0,0.00,1025,0,0.589,0,0,0,0,620
v3.2.4,3,514254,0,0.00,1024,0,1.862,0,0,0,0,619
v3.0.4,3,798796,0,0.07,233507,0,0.796,1,0,0,37973,41321
v3.2.4,1,587311,0,0.00,722,0,0.701,0,0,0,0,310
v3.2.3,3,92221,0,10.53,670848,0,2.088,1,0,0,723808,62756
v3.2.3,1,969888,0,0.08,191712,0,0.837,1,0,0,68947,41295
v3.2.3,1,792550,0,0.06,188986,0,0.875,1,0,0,15827,40411
v3.0.4,3,537274,0,0.08,238626,0,0.72,1,0,0,55261,42388
v3.0.4,1,132782,0,0.06,193074,0,0.824,1,0,0,26589,40435
v3.2.4,3,512325,0,0.00,722,0,1.651,0,0,0,0,310
v3.0.4,3,638530,0,0.00,976,0,0.637,0,0,0,0,619
v3.0.4,1,581773,0,0.00,876,0,0.578,0,0,0,0,516
v3.0.4,1,7448,0,0.06,184579,0,0.825,1,0,0,30135,38975
v3.2.4,1,558790,0,0.05,187296,0,0.883,1,0,0,15153,39986
v3.0.4,1,354923,0,0.00,977,0,0.482,0,0,0,0,620
v3.2.3,3,585822,0,0.00,722,0,0.895,0,0,0,0,310
v3.2.3,1,446467,0,0.05,197622,0,0.84,1,0,0,17501,41565
v3.0.4,1,331283,0,0.07,186569,0,0.691,1,0,0,40129,38761
v3.2.4,1,217998,0,0.05,197182,0,0.845,1,0,0,15063,41723
v3.2.4,1,267633,0,0.09,202465,0,0.997,1,0,0,77581,42542
v3.2.4,1,420455,0,0.08,195468,0,0.811,1,0,0,55226,41179
v3.0.4,1,532855,0,0.06,187534,0,0.879,1,0,0,15184,39287
v3.2.4,1,23299,0,0.00,1126,0,0.514,0,0,0,0,722
v3.0.4,1,822674,0,0.06,193103,0,0.824,1,0,0,28419,39896
v3.2.3,3,377645,0,0.00,924,0,1.017,0,0,0,0,516
v3.0.4,1,681975,0,0.00,1280,0,0.491,0,0,0,0,928
v3.2.3,1,945366,0,0.04,196001,0,1.04,0,0,0,4404,41563
v3.2.3,3,440176,0,4.56,676166,0,1.991,1,0,0,244132,63461
v3.0.4,1,102730,0,0.07,190727,0,0.844,1,0,0,68083,39439
v3.2.4,3,256494,0,0.00,621,0,1.462,0,0,0,0,208
v3.0.4,3,184695,0,0.07,229013,0,0.786,1,0,0,26630,40887
v3.2.3,1,113743,0,0.06,197922,0,0.712,1,0,0,28161,41554
v3.0.4,1,729295,0,0.06,189587,0,0.737,1,0,0,22781,39220
v3.2.3,1,252532,0,0.05,197352,0,0.781,1,0,0,12274,41909
v3.2.3,1,287074,0,0.07,195549,0,0.879,1,0,0,53874,41691
v3.0.4,3,485821,0,0.00,674,0,0.601,0,0,0,0,310
v3.0.4,3,967005,0,0.00,976,0,0.636,0,0,0,0,619
v3.2.3,1,27843,0,0.05,188497,0,0.804,1,0,0,22291,40525
v3.2.4,1,917669,0,0.05,194320,0,0.748,1,0,0,27347,40913
v3.2.4,1,278248,0,0.06,197026,0,0.812,1,0,0,26109,41376
v3.0.4,1,554529,0,0.07,186495,0,0.88,1,0,0,35870,38541
v3.2.4,1,877051,0,0.07,196596,0,0.737,1,0,0,42265,41385
v3.0.4,1,611968,0,0.00,876,0,0.44,0,0,0,0,516
v3.0.4,1,100768,0,0.00,1280,0,0.514,0,0,0,0,928
v3.2.3,1,780111,0,0.00,1126,0,0.928,0,0,0,0,722
v3.0.4,1,808582,0,0.06,193636,0,0.787,1,0,0,15608,40090
v3.2.4,1,105868,0,0.06,198089,0,0.877,1,0,0,43905,41637
v3.2.3,1,218019,0,0.07,197150,0,0.843,1,0,0,44689,41315
v3.2.4,1,742074,0,0.00,924,0,0.544,0,0,0,0,516
v3.2.4,1,785998,0,0.00,1126,0,0.589,0,0,0,0,722
v3.0.4,1,188209,0,0.00,1179,0,0.462,0,0,0,0,826
v3.2.4,1,230173,0,0.07,198712,0,0.853,1,0,0,33885,41539
v3.0.4,1,69315,0,0.05,190660,0,1.122,1,0,0,19619,39633
v3.2.4,1,504022,0,0.00,520,0,0.543,0,0,0,0,104
v3.2.4,1,229288,0,0.00,924,0,0.598,0,0,0,0,516
v3.2.4,1,257566,0,0.05,197075,0,1.022,1,0,0,11687,41501
v3.2.3,1,67880,0,0.00,621,0,0.592,0,0,0,0,208
v3.2.4,1,545704,0,0.08,195870,0,1.023,1,0,0,42722,41285
v3.2.3,1,214751,0,0.07,195513,0,0.767,1,0,0,51517,41649
v3.2.4,3,431115,0,2.92,843815,0,21.242,1,0,0,237146,80735
v3.2.3,1,143846,0,0.07,194646,0,0.982,1,0,0,29279,40832
v3.2.4,1,198874,0,0.00,1126,0,0.478,0,0,0,0,722
v3.0.4,1,859135,0,0.06,189839,0,0.747,1,0,0,32133,39462
v3.2.3,1,311470,0,0.07,198038,0,0.824,1,0,0,66228,42101
v3.2.4,1,860744,0,0.06,196244,0,0.874,1,0,0,23358,41192
v3.2.4,1,87688,0,0.06,202300,0,0.768,1,0,0,25967,42557
v3.2.3,3,762775,0,8.16,674725,0,2.161,1,0,0,544191,63059
v3.2.4,1,609846,0,0.08,196606,0,0.78,1,0,0,63396,41966
v3.2.3,1,260069,0,0.00,924,0,0.593,0,0,0,0,518
v3.2.3,1,122305,0,0.05,200552,0,0.872,1,0,0,13868,42353
v3.0.4,1,864744,0,0.00,1280,0,0.442,0,0,0,0,928
v3.2.3,1,246174,0,0.06,196472,0,0.875,1,0,0,24849,41445
v3.2.4,1,390761,0,0.00,1126,0,0.481,0,0,0,0,722
v3.2.4,3,665484,0,0.00,924,0,2.086,0,0,0,0,518
v3.2.3,1,574613,0,0.05,195168,0,0.858,1,0,0,14140,41127
v3.2.4,1,731057,0,0.08,198215,0,0.861,1,0,0,62561,42174
v3.0.4,1,148683,0,0.05,191242,0,0.719,1,0,0,16572,39936
v3.2.3,1,935650,0,0.07,194302,0,0.9,1,0,0,36888,40881
v3.0.4,1,905620,0,0.06,188831,0,0.776,1,0,0,26273,39686
v3.2.3,3,613802,0,0.00,822,0,0.979,0,0,0,0,413
v3.2.3,3,250056,0,1.47,673091,0,1.949,1,0,0,110795,63368
v3.0.4,1,771595,0,0.07,189141,0,0.678,1,0,0,68353,39612
v3.2.4,1,37605,0,0.04,194554,0,0.758,0,0,0,3432,40765
v3.0.4,1,106381,0,0.06,189736,0,0.793,1,0,0,28850,39162
v3.0.4,1,858252,0,0.00,674,0,0.538,0,0,0,0,310
v3.2.4,1,404694,0,0.05,198147,0,0.791,1,0,0,16249,42003
v3.2.3,1,37605,0,0.04,194554,0,0.822,0,0,0,3432,40765
v3.2.3,1,287049,0,0.00,823,0,0.512,0,0,0,0,414
v3.2.3,1,906606,0,0.08,197032,0,0.846,1,0,0,39124,41443
v3.2.4,3,666993,0,9.91,835871,0,19.885,1,0,0,593385,80590
v3.2.3,1,7285,0,0.06,192979,0,0.859,1,0,0,27818,41546
v3.0.4,3,731057,0,0.05,231351,0,0.763,1,0,0,10518,41556
v3.2.3,1,785998,0,0.00,1126,0,0.521,0,0,0,0,722
v3.2.4,1,947153,0,0.07,196664,0,0.754,1,0,0,43105,41686
v3.2.3,1,942299,0,0.00,924,0,0.512,0,0,0,0,516
v3.2.4,1,319025,0,0.00,924,0,0.538,0,0,0,0,516
v3.2.4,1,719,0,0.00,1025,0,0.469,0,0,0,0,620
v3.0.4,1,42462,0,0.00,1280,0,0.51,0,0,0,0,928
v3.0.4,1,451538,0,0.06,198970,0,0.825,1,0,0,35574,41223
v3.2.4,1,983257,0,0.00,1025,0,0.578,0,0,0,0,620
v3.0.4,1,565923,0,0.00,876,0,0.455,0,0,0,0,516
v3.2.3,3,252532,0,3.48,677304,0,2.244,1,0,0,192611,63883
v3.2.4,1,538964,0,0.05,195796,0,0.757,1,0,0,25061,41346
v3.2.3,1,196693,0,0.00,1126,0,0.551,0,0,0,0,722
v3.2.3,1,162682,0,0.05,191616,0,0.915,1,0,0,13906,40465
v3.0.4,1,266670,0,0.07,198189,0,0.862,1,0,0,27452,40942
v3.2.3,1,579755,0,0.06,193268,0,0.859,0,0,0,9161,41170
v3.2.4,3,778174,0,0.00,1025,0,1.562,0,0,0,0,620
v3.2.4,3,673518,0,0.00,1126,0,1.808,0,0,0,0,722
v3.2.3,1,813898,0,0.00,924,0,0.477,0,0,0,0,516
v3.2.4,1,500187,0,0.07,188330,0,0.927,1,0,0,43646,40291
v3.2.3,1,782061,0,0.08,190304,0,0.808,1,0,0,75225,40244
v3.2.4,1,434272,0,0.00,722,0,0.48,0,0,0,0,310
v3.2.4,1,712370,0,0.00,924,0,0.655,0,0,0,0,516
v3.2.3,1,833176,0,0.00,924,0,0.481,0,0,0,0,516
v3.2.4,1,994672,0,0.00,1025,0,0.602,0,0,0,0,620
v3.0.4,1,463078,0,0.00,977,0,0.54,0,0,0,0,620
v3.2.3,3,284741,0,5.36,670503,0,2.254,1,0,0,263358,63014
v3.2.3,3,147703,0,0.00,1328,0,1.121,0,0,0,0,928
v3.2.3,1,915694,0,0.06,194422,0,0.816,1,0,0,43386,40910
v3.2.3,3,306396,0,0.00,1227,0,1.07,0,0,0,0,826
v3.2.3,1,392827,0,0.07,202408,0,0.91,1,0,0,49431,42524
v3.0.4,1,945678,0,0.07,194308,0,0.794,1,0,0,37490,40005
v3.0.4,1,349275,0,0.07,193892,0,0.707,1,0,0,45773,40025
v3.2.3,1,352072,0,0.00,924,0,0.522,0,0,0,0,518
v3.2.3,1,719,0,0.00,1025,0,0.57,0,0,0,0,620
v3.2.3,1,48887,0,0.00,924,0,0.654,0,0,0,0,516
v3.2.4,1,480337,0,0.06,195563,0,0.718,1,0,0,49516,41589
v3.2.4,1,458719,0,0.00,621,0,0.578,0,0,0,0,208
v3.0.4,1,329011,0,0.05,188713,0,0.833,1,0,0,23022,39518
v3.2.4,3,433026,0,23.95,851953,0,24.466,1,0,0,1525958,81995
v3.2.4,1,729295,0,0.05,195131,0,0.796,1,0,0,13940,41092
v3.0.4,1,688116,0,0.00,1179,0,0.568,0,0,0,0,826
v3.2.3,1,681975,0,0.00,1328,0,0.539,0,0,0,0,928
v3.2.3,1,166236,0,0.06,198378,0,0.845,1,0,0,31261,42321
v3.0.4,1,477984,0,0.00,1078,0,0.879,0,0,0,0,724
v3.2.3,1,588713,0,0.07,194312,0,1.122,1,0,0,30168,41449
v3.2.3,1,689450,0,0.07,194655,0,0.839,1,0,0,25699,41286
v3.0.4,3,456620,0,0.05,223737,0,0.762,1,0,0,17358,40746
v3.2.4,3,570304,0,12.05,834510,0,20.612,0,0,0,831459,80733
v3.2.4,3,838642,0,23.78,854332,0,21.425,1,0,0,1389003,82350
v3.2.4,1,490256,0,0.00,924,0,0.64,0,0,0,0,516
v3.2.3,1,895890,0,0.06,200377,0,0.844,1,0,0,22896,42054
v3.2.4,3,961011,0,1.73,850120,0,18.897,1,0,0,196881,81988
v3.2.3,1,630940,0,0.06,196868,0,0.999,1,0,0,23005,41906
v3.0.4,1,983257,0,0.00,977,0,0.586,0,0,0,0,620
v3.2.3,1,622717,0,0.05,194491,0,0.796,1,0,0,23093,41066
v3.0.4,1,835223,0,0.00,876,0,0.585,0,0,0,0,516
v3.2.3,1,585319,0,0.07,196873,0,0.797,1,0,0,45587,41805
v3.2.3,1,585610,0,0.00,1227,0,0.511,0,0,0,0,826
v3.0.4,3,635569,0,0.07,227699,0,0.899,1,0,0,49565,40403
v3.2.3,3,380735,0,0.00,1025,0,0.96,0,0,0,0,620
v3.0.4,3,224213,0,0.08,233336,0,1.244,1,0,0,55281,41513
v3.2.3,1,133380,0,0.17,193143,0,0.855,0,0,0,20395,41330
v3.2.3,3,143364,0,16.69,676699,0,1.997,1,0,0,1589824,63901
v3.2.3,1,21103,0,0.00,1328,0,0.528,0,0,0,0,928
v3.2.3,3,256494,0,0.00,621,0,0.988,0,0,0,0,208
v3.2.4,1,980116,0,0.05,196827,0,0.726,1,0,0,30266,41531
v3.2.3,3,806639,0,6.47,675695,0,1.977,1,0,0,384784,63497
v3.2.3,1,686941,0,0.00,1328,0,0.476,0,0,0,0,928
v3.2.3,1,710676,0,0.05,199782,0,0.837,1,0,0,14014,42019
v3.2.4,1,821713,0,0.00,1126,0,0.56,0,0,0,0,722
v3.2.4,1,761269,0,0.05,188265,0,0.856,1,0,0,14968,40717
v3.0.4,3,382127,0,0.00,775,0,0.654,0,0,0,0,414
v3.2.3,1,614721,0,0.06,198728,0,0.716,1,0,0,57357,41701
v3.0.4,3,613802,0,0.00,774,0,0.517,0,0,0,0,413
